datetime,open,high,low,close,volume,Timestamp
2019-12-23 00:00:00,132.18,135.06,132.08,133.99,44857.199,1577059200000
2019-12-23 00:30:00,133.99,134.0,133.11,133.8,16422.532,1577061000000
2019-12-23 01:00:00,133.8,134.4,133.69,134.12,13512.503,1577062800000
2019-12-23 01:30:00,134.12,134.9,133.1,134.17,20510.445,1577064600000
2019-12-23 02:00:00,134.2,135.09,133.78,134.0,19908.229,1577066400000
2019-12-23 02:30:00,133.9,134.4,133.8,133.9,9596.981,1577068200000
2019-12-23 03:00:00,133.9,134.09,133.71,133.92,8094.699,1577070000000
2019-12-23 03:30:00,133.92,134.17,133.5,133.93,7725.336,1577071800000
2019-12-23 04:00:00,133.88,134.03,133.35,133.48,6058.077,1577073600000
2019-12-23 04:30:00,133.47,133.55,132.95,133.14,6460.985,1577075400000
2019-12-23 05:00:00,133.12,133.14,132.56,132.74,8852.192,1577077200000
2019-12-23 05:30:00,132.76,132.96,131.9,132.25,14166.426,1577079000000
2019-12-23 06:00:00,132.23,132.48,131.61,132.17,13218.148,1577080800000
2019-12-23 06:30:00,132.16,132.43,130.8,131.68,18725.211,1577082600000
2019-12-23 07:00:00,131.62,132.07,131.26,132.07,8378.926,1577084400000
2019-12-23 07:30:00,132.03,132.14,131.49,131.73,6569.767,1577086200000
2019-12-23 08:00:00,131.71,132.4,131.53,132.23,8991.673,1577088000000
2019-12-23 08:30:00,132.24,132.59,132.06,132.47,7459.438,1577089800000
2019-12-23 09:00:00,132.46,132.53,132.09,132.26,7370.171,1577091600000
2019-12-23 09:30:00,132.27,132.82,132.24,132.75,8605.377,1577093400000
2019-12-23 10:00:00,132.75,133.6,132.65,133.39,9213.806,1577095200000
2019-12-23 10:30:00,133.41,133.41,132.46,132.56,11064.924,1577097000000
2019-12-23 11:00:00,132.56,133.37,132.45,133.13,9234.724,1577098800000
2019-12-23 11:30:00,133.12,133.2,132.85,133.0,7301.175,1577100600000
2019-12-23 12:00:00,132.97,133.18,132.68,132.9,4823.904,1577102400000
2019-12-23 12:30:00,132.9,133.12,132.85,133.04,5454.874,1577104200000
2019-12-23 13:00:00,133.04,133.9,133.04,133.9,7548.028,1577106000000
2019-12-23 13:30:00,133.87,133.87,132.77,132.99,14806.305,1577107800000
2019-12-23 14:00:00,133.0,133.11,132.46,132.8,14367.214,1577109600000
2019-12-23 14:30:00,132.8,133.65,132.79,133.12,15122.754,1577111400000
2019-12-23 15:00:00,133.11,133.35,132.6,132.72,9040.638,1577113200000
2019-12-23 15:30:00,132.72,133.4,132.64,133.22,11396.655,1577115000000
2019-12-23 16:00:00,133.21,134.41,132.46,132.8,44021.496,1577116800000
2019-12-23 16:30:00,132.8,132.82,131.12,131.66,29880.458,1577118600000
2019-12-23 17:00:00,131.64,131.91,128.0,129.67,59397.635,1577120400000
2019-12-23 17:30:00,129.67,129.74,128.57,129.33,25901.518,1577122200000
2019-12-23 18:00:00,129.31,129.92,128.68,129.5,17658.856,1577124000000
2019-12-23 18:30:00,129.5,129.96,128.9,129.14,14999.01,1577125800000
2019-12-23 19:00:00,129.14,129.31,128.58,128.91,11323.082,1577127600000
2019-12-23 19:30:00,128.9,129.14,128.58,129.06,6208.744,1577129400000
2019-12-23 20:00:00,129.04,129.05,128.67,129.04,6582.192,1577131200000
2019-12-23 20:30:00,129.02,129.1,128.85,128.85,4839.517,1577133000000
2019-12-23 21:00:00,128.84,128.87,126.4,126.85,42323.277,1577134800000
2019-12-23 21:30:00,126.8,127.49,126.01,127.1,17237.437,1577136600000
2019-12-23 22:00:00,127.1,127.42,126.03,126.92,12820.175,1577138400000
2019-12-23 22:30:00,126.92,127.37,126.41,127.16,11085.074,1577140200000
2019-12-23 23:00:00,127.13,127.72,127.0,127.72,8274.27,1577142000000
2019-12-23 23:30:00,127.71,128.38,127.58,127.73,11309.957,1577143800000
2019-12-24 00:00:00,127.75,128.16,127.57,127.71,11314.264,1577145600000
2019-12-24 00:30:00,127.73,128.16,127.54,128.16,12115.465,1577147400000
2019-12-24 01:00:00,128.16,128.45,127.75,127.75,10093.907,1577149200000
2019-12-24 01:30:00,127.78,127.8,127.24,127.71,11250.503,1577151000000
2019-12-24 02:00:00,127.74,127.87,127.58,127.72,7511.941,1577152800000
2019-12-24 02:30:00,127.72,128.07,127.56,128.02,4817.063,1577154600000
2019-12-24 03:00:00,128.0,128.11,127.43,127.72,7222.787,1577156400000
2019-12-24 03:30:00,127.74,127.86,127.58,127.65,3484.097,1577158200000
2019-12-24 04:00:00,127.61,128.2,127.5,127.81,6416.102,1577160000000
2019-12-24 04:30:00,127.81,128.09,127.63,127.83,8257.601,1577161800000
2019-12-24 05:00:00,127.83,128.28,127.81,128.17,5444.563,1577163600000
2019-12-24 05:30:00,128.17,128.25,127.95,128.25,4430.174,1577165400000
2019-12-24 06:00:00,128.27,128.3,128.01,128.2,4754.671,1577167200000
2019-12-24 06:30:00,128.18,128.31,127.94,128.01,6904.031,1577169000000
2019-12-24 07:00:00,128.02,128.03,126.96,127.15,15470.857,1577170800000
2019-12-24 07:30:00,127.17,127.47,126.45,127.11,21190.301,1577172600000
2019-12-24 08:00:00,127.11,128.0,126.67,127.45,18542.627,1577174400000
